ID,Name,Mass_kg,Radius_m,Velocity_m/s,Type,Mass_Msun,Schwarzschild_radius_m,R/r_s
661,NeutronStar_111,3.598066e+30,1.222935e+04,4.428299e+06,neutron_star,1.808982e+00,5.343962e+03,2.288443e+00
662,NeutronStar_112,2.559679e+30,1.006423e+04,2.043035e+06,neutron_star,1.286917e+00,3.801717e+03,2.647286e+00
663,NeutronStar_113,2.471144e+30,1.418276e+04,7.759626e+06,neutron_star,1.242405e+00,3.670222e+03,3.864279e+00
664,NeutronStar_114,3.849877e+30,1.132189e+04,8.384383e+06,neutron_star,1.935584e+00,5.717961e+03,1.980058e+00
665,NeutronStar_115,2.430157e+30,1.202874e+04,6.073379e+06,neutron_star,1.221798e+00,3.609347e+03,3.332664e+00
666,NeutronStar_116,3.393670e+30,1.099904e+04,7.380523e+06,neutron_star,1.706219e+00,5.040387e+03,2.182181e+00
667,NeutronStar_117,3.981089e+30,1.384705e+04,2.210099e+06,neutron_star,2.001553e+00,5.912840e+03,2.341860e+00
668,NeutronStar_118,3.910661e+30,1.485712e+04,6.529425e+06,neutron_star,1.966144e+00,5.808239e+03,2.557939e+00
669,NeutronStar_119,2.566250e+30,1.261680e+04,7.024490e+06,neutron_star,1.290221e+00,3.811477e+03,3.310212e+00
670,NeutronStar_120,3.217450e+30,1.404684e+04,9.068031e+06,neutron_star,1.617622e+00,4.778660e+03,2.939493e+00
671,NeutronStar_121,3.407995e+30,1.436301e+04,1.246310e+06,neutron_star,1.713421e+00,5.061663e+03,2.837608e+00
672,NeutronStar_122,4.045223e+30,1.356691e+04,1.456385e+06,neutron_star,2.033797e+00,6.008095e+03,2.258105e+00
673,NeutronStar_123,4.527955e+30,1.241260e+04,2.227501e+06,neutron_star,2.276498e+00,6.725063e+03,1.845723e+00
674,NeutronStar_124,3.035472e+30,1.167114e+04,5.797230e+06,neutron_star,1.526130e+00,4.508380e+03,2.588765e+00
675,NeutronStar_125,2.336617e+30,1.266256e+04,6.516706e+06,neutron_star,1.174770e+00,3.470418e+03,3.648712e+00
676,NeutronStar_126,3.979817e+30,1.133774e+04,9.613707e+06,neutron_star,2.000913e+00,5.910951e+03,1.918090e+00
677,NeutronStar_127,3.335544e+30,1.429618e+04,1.256021e+06,neutron_star,1.676995e+00,4.954056e+03,2.885753e+00
678,NeutronStar_128,2.677045e+30,1.320257e+04,7.284621e+06,neutron_star,1.345925e+00,3.976032e+03,3.320539e+00
679,NeutronStar_129,2.931955e+30,1.274191e+04,3.245403e+06,neutron_star,1.474085e+00,4.354634e+03,2.926058e+00
680,NeutronStar_130,2.375895e+30,1.118010e+04,9.814341e+06,neutron_star,1.194517e+00,3.528755e+03,3.168286e+00
681,NeutronStar_131,4.167135e+30,1.355331e+04,2.575241e+06,neutron_star,2.095090e+00,6.189162e+03,2.189846e+00
682,NeutronStar_132,3.002643e+30,1.175476e+04,8.175720e+06,neutron_star,1.509624e+00,4.459621e+03,2.635820e+00
683,NeutronStar_133,2.659787e+30,1.021310e+04,4.135640e+06,neutron_star,1.337249e+00,3.950402e+03,2.585333e+00
684,NeutronStar_134,3.154852e+30,1.322644e+04,4.472846e+06,neutron_star,1.586150e+00,4.685687e+03,2.822732e+00
685,NeutronStar_135,3.249503e+30,1.244284e+04,1.242979e+06,neutron_star,1.633737e+00,4.826266e+03,2.578150e+00
686,NeutronStar_136,2.452377e+30,1.071535e+04,8.125684e+06,neutron_star,1.232970e+00,3.642349e+03,2.941880e+00
687,NeutronStar_137,3.294040e+30,1.289019e+04,5.685934e+06,neutron_star,1.656129e+00,4.892414e+03,2.634730e+00
688,NeutronStar_138,3.238018e+30,1.428521e+04,3.459854e+06,neutron_star,1.627963e+00,4.809208e+03,2.970386e+00
689,NeutronStar_139,3.063125e+30,1.018801e+04,9.557728e+06,neutron_star,1.540032e+00,4.549451e+03,2.239393e+00
690,NeutronStar_140,3.094847e+30,1.260650e+04,7.834386e+06,neutron_star,1.555982e+00,4.596566e+03,2.742590e+00
691,NeutronStar_141,2.555268e+30,1.442567e+04,6.044762e+06,neutron_star,1.284700e+00,3.795166e+03,3.801064e+00
692,NeutronStar_142,2.746835e+30,1.089984e+04,8.881677e+06,neutron_star,1.381013e+00,4.079687e+03,2.671735e+00
693,NeutronStar_143,3.052883e+30,1.163618e+04,1.724910e+06,neutron_star,1.534883e+00,4.534240e+03,2.566291e+00
694,NeutronStar_144,3.424926e+30,1.031724e+04,3.064538e+06,neutron_star,1.721933e+00,5.086809e+03,2.028235e+00
695,NeutronStar_145,4.175023e+30,1.009639e+04,1.940702e+06,neutron_star,2.099056e+00,6.200878e+03,1.628219e+00
696,NeutronStar_146,4.483154e+30,1.075847e+04,5.643865e+06,neutron_star,2.253974e+00,6.658525e+03,1.615743e+00
697,NeutronStar_147,3.604920e+30,1.388437e+04,1.066692e+06,neutron_star,1.812428e+00,5.354143e+03,2.593202e+00
698,NeutronStar_148,2.951934e+30,1.126623e+04,9.302179e+06,neutron_star,1.484130e+00,4.384307e+03,2.569672e+00
699,NeutronStar_149,3.242545e+30,1.085383e+04,4.725779e+06,neutron_star,1.630239e+00,4.815932e+03,2.253735e+00
700,NeutronStar_150,2.702540e+30,1.063808e+04,9.475379e+06,neutron_star,1.358743e+00,4.013899e+03,2.650311e+00
701,StellarBH_1,1.132070e+32,4.244000e+05,2.270972e+07,stellar_bh,5.691652e+01,1.681386e+05,2.524108e+00
702,StellarBH_2,1.825575e+32,1.927985e+06,3.198164e+07,stellar_bh,9.178356e+01,2.711402e+05,7.110657e+00
703,StellarBH_3,8.885264e+30,3.229006e+04,3.971065e+07,stellar_bh,4.467202e+00,1.319668e+04,2.446832e+00
704,StellarBH_4,6.373046e+31,5.849571e+05,3.481118e+07,stellar_bh,3.204146e+01,9.465452e+04,6.179917e+00
705,StellarBH_5,1.526915e+32,1.079421e+06,2.177410e+07,stellar_bh,7.676799e+01,2.267823e+05,4.759721e+00
706,StellarBH_6,8.512456e+31,1.129748e+06,1.277255e+07,stellar_bh,4.279767e+01,1.264297e+05,8.935781e+00
707,StellarBH_7,1.457102e+32,1.233471e+06,3.386393e+07,stellar_bh,7.325803e+01,2.164135e+05,5.699603e+00
708,StellarBH_8,9.540362e+30,3.607131e+04,3.295837e+07,stellar_bh,4.796562e+00,1.416965e+04,2.545674e+00
709,StellarBH_9,1.590979e+32,5.131281e+05,2.217308e+07,stellar_bh,7.998887e+01,2.362972e+05,2.171537e+00
710,StellarBH_10,1.378071e+32,7.520520e+05,2.721881e+07,stellar_bh,6.928462e+01,2.046755e+05,3.674362e+00
711,StellarBH_11,3.919984e+31,3.354498e+05,2.829947e+07,stellar_bh,1.970832e+01,5.822086e+04,5.761676e+00
712,StellarBH_12,1.514101e+32,8.909162e+05,4.333685e+07,stellar_bh,7.612372e+01,2.248791e+05,3.961756e+00
713,StellarBH_13,1.142497e+32,1.409551e+06,4.169082e+07,stellar_bh,5.744076e+01,1.696873e+05,8.306759e+00
714,StellarBH_14,1.360633e+32,3.124231e+05,2.541391e+07,stellar_bh,6.840790e+01,2.020856e+05,1.545994e+00
715,StellarBH_15,7.597130e+31,5.061372e+05,3.422239e+07,stellar_bh,3.819572e+01,1.128350e+05,4.485640e+00
716,StellarBH_16,1.600348e+32,1.351013e+06,4.850746e+07,stellar_bh,8.045992e+01,2.376888e+05,5.683959e+00
717,StellarBH_17,6.631546e+31,7.989454e+05,3.996839e+07,stellar_bh,3.334111e+01,9.849385e+04,8.111627e+00
718,StellarBH_18,4.924069e+31,7.259532e+05,1.032889e+07,stellar_bh,2.475651e+01,7.313385e+04,9.926363e+00
719,StellarBH_19,8.141867e+31,1.063320e+06,1.556853e+07,stellar_bh,4.093447e+01,1.209256e+05,8.793172e+00
720,StellarBH_20,4.759312e+31,6.230323e+05,1.162120e+07,stellar_bh,2.392817e+01,7.068683e+04,8.813979e+00
721,StellarBH_21,1.389402e+32,1.308783e+06,1.520285e+07,stellar_bh,6.985428e+01,2.063584e+05,6.342281e+00
722,StellarBH_22,5.184771e+31,1.536447e+05,3.216966e+07,stellar_bh,2.606723e+01,7.700589e+04,1.995233e+00
723,StellarBH_23,1.188207e+32,2.744352e+05,4.525856e+07,stellar_bh,5.973892e+01,1.764763e+05,1.555082e+00
724,StellarBH_24,1.406883e+32,1.821509e+06,1.351339e+07,stellar_bh,7.073318e+01,2.089548e+05,8.717241e+00
725,StellarBH_25,1.282931e+32,1.780331e+06,4.294215e+07,stellar_bh,6.450130e+01,1.905450e+05,9.343361e+00
726,StellarBH_26,6.737182e+31,2.441313e+05,1.752369e+07,stellar_bh,3.387221e+01,1.000628e+05,2.439781e+00
727,StellarBH_27,1.175205e+32,7.101385e+05,2.854147e+07,stellar_bh,5.908521e+01,1.745452e+05,4.068508e+00
728,StellarBH_28,2.474067e+31,1.177506e+05,1.669115e+07,stellar_bh,1.243875e+01,3.674564e+04,3.204477e+00
729,StellarBH_29,6.148437e+31,3.396312e+05,1.233825e+07,stellar_bh,3.091220e+01,9.131856e+04,3.719192e+00
730,StellarBH_30,1.146853e+32,1.455353e+06,1.181306e+07,stellar_bh,5.765979e+01,1.703343e+05,8.544100e+00
731,StellarBH_31,1.929234e+32,2.769646e+06,3.959309e+07,stellar_bh,9.699518e+01,2.865360e+05,9.665960e+00
732,StellarBH_32,1.152391e+32,7.519354e+05,1.049859e+07,stellar_bh,5.793820e+01,1.711568e+05,4.393255e+00
733,StellarBH_33,1.275858e+32,1.511270e+06,4.386402e+07,stellar_bh,6.414568e+01,1.894945e+05,7.975274e+00
734,StellarBH_34,1.507699e+32,3.359347e+05,3.798093e+07,stellar_bh,7.580187e+01,2.239283e+05,1.500188e+00
735,StellarBH_35,9.877611e+31,3.651345e+05,3.759891e+07,stellar_bh,4.966119e+01,1.467054e+05,2.488896e+00
736,StellarBH_36,9.344947e+31,1.255049e+06,3.651510e+07,stellar_bh,4.698314e+01,1.387942e+05,9.042523e+00
737,StellarBH_37,1.442716e+32,1.864101e+06,3.783972e+07,stellar_bh,7.253472e+01,2.142767e+05,8.699504e+00
738,StellarBH_38,1.200180e+32,1.323730e+06,2.888436e+07,stellar_bh,6.034086e+01,1.782545e+05,7.426064e+00
739,StellarBH_39,1.243942e+32,9.883259e+05,3.446419e+07,stellar_bh,6.254107e+01,1.847542e+05,5.349409e+00
740,StellarBH_40,1.875812e+32,2.483444e+06,1.295132e+07,stellar_bh,9.430929e+01,2.786016e+05,8.913963e+00
741,StellarBH_41,9.515402e+31,2.586455e+05,1.055491e+07,stellar_bh,4.784013e+01,1.413258e+05,1.830137e+00
742,StellarBH_42,8.436896e+31,7.529636e+05,3.682877e+07,stellar_bh,4.241778e+01,1.253075e+05,6.008927e+00
743,StellarBH_43,1.097150e+32,3.324166e+05,3.954646e+07,stellar_bh,5.516087e+01,1.629522e+05,2.039964e+00
744,StellarBH_44,8.881703e+31,2.477497e+05,3.437198e+07,stellar_bh,4.465411e+01,1.319139e+05,1.878117e+00
745,StellarBH_45,7.695126e+31,2.528736e+05,3.896330e+07,stellar_bh,3.868841e+01,1.142905e+05,2.212552e+00
746,StellarBH_46,1.685978e+32,2.235755e+06,4.406186e+07,stellar_bh,8.476511e+01,2.504069e+05,8.928487e+00
747,StellarBH_47,1.146610e+31,1.468847e+05,1.602813e+07,stellar_bh,5.764756e+00,1.702982e+04,8.625150e+00
748,StellarBH_48,1.501344e+32,1.493181e+06,4.662977e+07,stellar_bh,7.548233e+01,2.229844e+05,6.696350e+00
749,StellarBH_49,1.624858e+32,6.717792e+05,4.425362e+07,stellar_bh,8.169221e+01,2.413291e+05,2.783664e+00
750,StellarBH_50,3.806378e+31,3.134907e+05,2.187525e+07,stellar_bh,1.913714e+01,5.653354e+04,5.545217e+00
751,StellarBH_51,1.907221e+32,1.483264e+06,1.352852e+07,stellar_bh,9.588845e+01,2.832666e+05,5.236282e+00
752,StellarBH_52,7.358625e+31,6.384230e+05,4.620464e+07,stellar_bh,3.699661e+01,1.092927e+05,5.841408e+00
753,StellarBH_53,5.310118e+31,3.136969e+05,3.702676e+07,stellar_bh,2.669742e+01,7.886757e+04,3.977514e+00
754,StellarBH_54,2.600167e+31,2.879388e+05,3.760581e+07,stellar_bh,1.307274e+01,3.861851e+04,7.455979e+00
755,StellarBH_55,1.850890e+32,2.450171e+06,1.749729e+07,stellar_bh,9.305633e+01,2.749002e+05,8.912948e+00
756,StellarBH_56,9.912482e+31,6.642413e+05,2.761554e+07,stellar_bh,4.983651e+01,1.472234e+05,4.511793e+00
757,StellarBH_57,8.076499e+30,1.075985e+05,2.802310e+07,stellar_bh,4.060583e+00,1.199548e+04,8.969927e+00
758,StellarBH_58,4.668156e+31,2.308720e+05,3.948316e+07,stellar_bh,2.346986e+01,6.933295e+04,3.329903e+00
759,StellarBH_59,1.861270e+32,2.398985e+06,2.721099e+07,stellar_bh,9.357818e+01,2.764418e+05,8.678083e+00
760,StellarBH_60,1.042346e+32,1.363279e+06,3.684950e+07,stellar_bh,5.240553e+01,1.548126e+05,8.805995e+00
761,StellarBH_61,1.505843e+32,1.859887e+06,2.125565e+07,stellar_bh,7.570855e+01,2.236526e+05,8.315964e+00
762,StellarBH_62,1.310347e+32,3.273404e+05,2.358602e+07,stellar_bh,6.587970e+01,1.946170e+05,1.681972e+00
763,StellarBH_63,1.853299e+31,2.242122e+05,3.543482e+07,stellar_bh,9.317742e+00,2.752579e+04,8.145533e+00
764,StellarBH_64,5.304134e+31,2.130177e+05,2.842202e+07,stellar_bh,2.666734e+01,7.877870e+04,2.704001e+00
765,StellarBH_65,7.910142e+31,8.765326e+05,2.244555e+07,stellar_bh,3.976944e+01,1.174840e+05,7.460870e+00
766,StellarBH_66,5.947386e+31,8.138274e+05,3.963892e+07,stellar_bh,2.990139e+01,8.833248e+04,9.213230e+00
767,StellarBH_67,8.337981e+31,5.997116e+05,1.738243e+07,stellar_bh,4.192047e+01,1.238384e+05,4.842696e+00
768,StellarBH_68,1.074544e+31,6.090153e+04,1.463715e+07,stellar_bh,5.402433e+00,1.595947e+04,3.816012e+00
769,StellarBH_69,1.958587e+32,2.188968e+06,4.020067e+07,stellar_bh,9.847095e+01,2.908956e+05,7.524924e+00
770,StellarBH_70,1.098419e+32,1.175685e+06,1.117393e+07,stellar_bh,5.522468e+01,1.631407e+05,7.206572e+00
771,StellarBH_71,5.500316e+31,7.315438e+05,3.429870e+07,stellar_bh,2.765368e+01,8.169246e+04,8.954852e+00
772,StellarBH_72,2.059071e+31,2.485150e+05,3.623838e+07,stellar_bh,1.035229e+01,3.058199e+04,8.126188e+00
773,StellarBH_73,4.181274e+31,3.089479e+05,4.976938e+07,stellar_bh,2.102199e+01,6.210162e+04,4.974876e+00
774,StellarBH_74,8.860610e+31,8.420271e+05,1.440012e+07,stellar_bh,4.454806e+01,1.316006e+05,6.398352e+00
775,StellarBH_75,3.933050e+31,2.460800e+05,1.777303e+07,stellar_bh,1.977401e+01,5.841492e+04,4.212622e+00
776,StellarBH_76,5.473330e+31,4.645452e+05,2.614595e+07,stellar_bh,2.751800e+01,8.129165e+04,5.714550e+00
777,StellarBH_77,1.345447e+32,1.190894e+06,1.602820e+07,stellar_bh,6.764442e+01,1.998302e+05,5.959533e+00
778,StellarBH_78,1.344682e+32,1.698583e+06,1.710585e+07,stellar_bh,6.760594e+01,1.997165e+05,8.504972e+00
779,StellarBH_79,9.915246e+31,3.403427e+05,2.844673e+07,stellar_bh,4.985041e+01,1.472644e+05,2.311099e+00
780,StellarBH_80,7.115306e+31,2.688767e+05,3.723290e+07,stellar_bh,3.577328e+01,1.056788e+05,2.544283e+00
781,StellarBH_81,9.722371e+31,8.863181e+05,4.674327e+07,stellar_bh,4.888070e+01,1.443998e+05,6.137947e+00
782,StellarBH_82,1.676552e+32,1.369494e+06,1.494814e+07,stellar_bh,8.429123e+01,2.490070e+05,5.499822e+00
783,StellarBH_83,4.834928e+31,3.130738e+05,3.980959e+07,stellar_bh,2.430833e+01,7.180989e+04,4.359759e+00
784,StellarBH_84,7.351280e+31,6.554223e+05,4.989395e+07,stellar_bh,3.695968e+01,1.091836e+05,6.002939e+00
785,StellarBH_85,3.820630e+31,3.725752e+05,1.639405e+07,stellar_bh,1.920880e+01,5.674522e+04,6.565755e+00
786,StellarBH_86,1.027594e+32,9.251998e+05,3.951738e+07,stellar_bh,5.166385e+01,1.526215e+05,6.062053e+00
787,StellarBH_87,1.395593e+32,1.440757e+06,1.380697e+07,stellar_bh,7.016555e+01,2.072779e+05,6.950848e+00
788,StellarBH_88,1.550749e+32,1.697683e+06,4.457934e+07,stellar_bh,7.796629e+01,2.303223e+05,7.370904e+00
789,StellarBH_89,1.898095e+32,1.465969e+06,2.913564e+07,stellar_bh,9.542963e+01,2.819112e+05,5.200108e+00
790,StellarBH_90,3.646054e+31,4.323212e+05,1.540567e+07,stellar_bh,1.833109e+01,5.415236e+04,7.983422e+00
791,StellarBH_91,3.322421e+31,1.264796e+05,4.822320e+07,stellar_bh,1.670398e+01,4.934566e+04,2.563136e+00
792,StellarBH_92,1.485008e+32,2.059816e+06,1.209276e+07,stellar_bh,7.466103e+01,2.205581e+05,9.339108e+00
793,StellarBH_93,5.965300e+31,3.149620e+05,3.639009e+07,stellar_bh,2.999145e+01,8.859854e+04,3.554934e+00
794,StellarBH_94,3.844015e+31,4.355210e+05,4.856164e+07,stellar_bh,1.932637e+01,5.709254e+04,7.628334e+00
795,StellarBH_95,4.545790e+31,1.121561e+05,3.712475e+07,stellar_bh,2.285465e+01,6.751553e+04,1.661190e+00
796,StellarBH_96,2.338414e+31,2.410395e+05,2.857994e+07,stellar_bh,1.175673e+01,3.473087e+04,6.940209e+00
797,StellarBH_97,7.206507e+31,8.873872e+05,3.495780e+07,stellar_bh,3.623181e+01,1.070333e+05,8.290754e+00
798,StellarBH_98,1.768750e+31,4.895293e+04,3.389112e+07,stellar_bh,8.892659e+00,2.627004e+04,1.863451e+00
799,StellarBH_99,3.416929e+31,3.050174e+05,4.322615e+07,stellar_bh,1.717913e+01,5.074933e+04,6.010274e+00
800,StellarBH_100,1.682436e+32,1.715584e+06,4.793375e+07,stellar_bh,8.458705e+01,2.498808e+05,6.865608e+00
801,IMBH_1,1.409229e+35,3.455001e+09,7.148702e+07,imbh,7.085114e+04,2.093032e+08,1.650716e+01
802,IMBH_2,8.691974e+34,1.991540e+08,9.031795e+07,imbh,4.370022e+04,1.290960e+08,1.542682e+00
803,IMBH_3,1.940272e+35,4.960075e+09,6.635170e+07,imbh,9.755011e+04,2.881754e+08,1.721200e+01
804,IMBH_4,1.586911e+35,1.096444e+09,5.570997e+07,imbh,7.978439e+04,2.356932e+08,4.651998e+00
805,IMBH_5,9.012984e+34,2.631822e+09,9.212784e+07,imbh,4.531415e+04,1.338637e+08,1.966045e+01
806,IMBH_6,5.998047e+34,1.345928e+09,5.943742e+07,imbh,3.015609e+04,8.908491e+07,1.510837e+01
807,IMBH_7,1.824989e+35,3.257920e+09,7.769092e+07,imbh,9.175410e+04,2.710532e+08,1.201948e+01
808,IMBH_8,7.946004e+34,2.248103e+09,8.463965e+07,imbh,3.994975e+04,1.180166e+08,1.904904e+01
809,IMBH_9,3.580998e+34,9.878635e+08,6.491371e+07,imbh,1.800401e+04,5.318613e+07,1.857371e+01
810,IMBH_10,3.009090e+34,8.402751e+08,8.322794e+07,imbh,1.512866e+04,4.469197e+07,1.880148e+01
811,IMBH_11,1.983538e+35,5.540654e+09,7.598784e+07,imbh,9.972541e+04,2.946015e+08,1.880728e+01
812,IMBH_12,6.347709e+34,6.877959e+08,6.089070e+07,imbh,3.191407e+04,9.427822e+07,7.295385e+00
813,IMBH_13,4.103462e+33,9.973938e+07,9.771349e+07,imbh,2.063078e+03,6.094593e+06,1.636523e+01
814,IMBH_14,1.978187e+35,2.300230e+09,8.788345e+07,imbh,9.945637e+04,2.938067e+08,7.829058e+00
815,IMBH_15,4.260544e+34,7.378263e+08,6.437005e+07,imbh,2.142053e+04,6.327897e+07,1.165990e+01
816,IMBH_16,1.638450e+35,4.187493e+09,7.679756e+07,imbh,8.237554e+04,2.433478e+08,1.720785e+01
817,IMBH_17,7.738591e+34,2.273831e+09,8.216517e+07,imbh,3.890694e+04,1.149360e+08,1.978345e+01
818,IMBH_18,8.793957e+34,1.610449e+09,5.988562e+07,imbh,4.421296e+04,1.306107e+08,1.233015e+01
819,IMBH_19,5.716127e+34,6.132352e+08,8.599924e+07,imbh,2.873870e+04,8.489775e+07,7.223221e+00
820,IMBH_20,1.763073e+35,1.592568e+09,7.983628e+07,imbh,8.864116e+04,2.618572e+08,6.081817e+00
821,IMBH_21,1.973057e+35,3.482139e+09,9.482379e+07,imbh,9.919845e+04,2.930448e+08,1.188262e+01
822,IMBH_22,9.538849e+34,2.183025e+09,5.570566e+07,imbh,4.795801e+04,1.416740e+08,1.540879e+01
823,IMBH_23,7.305828e+34,1.654238e+09,8.829188e+07,imbh,3.673116e+04,1.085085e+08,1.524524e+01
824,IMBH_24,1.592089e+35,3.273977e+09,7.566899e+07,imbh,8.004469e+04,2.364621e+08,1.384567e+01
825,IMBH_25,1.954431e+35,1.741181e+09,6.376455e+07,imbh,9.826197e+04,2.902783e+08,5.998315e+00
826,IMBH_26,8.086885e+34,2.083790e+09,9.318436e+07,imbh,4.065804e+04,1.201090e+08,1.734916e+01
827,IMBH_27,8.262743e+34,2.379112e+09,7.126945e+07,imbh,4.154220e+04,1.227209e+08,1.938636e+01
828,IMBH_28,2.312339e+34,4.279096e+08,5.107620e+07,imbh,1.162563e+04,3.434360e+07,1.245966e+01
829,IMBH_29,1.438475e+35,8.589835e+08,9.080977e+07,imbh,7.232153e+04,2.136469e+08,4.020575e+00
830,IMBH_30,1.017564e+35,1.640592e+09,5.518124e+07,imbh,5.115956e+04,1.511318e+08,1.085537e+01
831,IMBH_31,4.814605e+34,2.829808e+08,7.139192e+07,imbh,2.420616e+04,7.150805e+07,3.957328e+00
832,IMBH_32,1.337852e+35,5.842254e+08,9.843992e+07,imbh,6.726255e+04,1.987021e+08,2.940208e+00
833,IMBH_33,8.816914e+34,1.841697e+09,6.745696e+07,imbh,4.432838e+04,1.309516e+08,1.406394e+01
834,IMBH_34,1.044975e+35,2.205027e+09,6.108743e+07,imbh,5.253772e+04,1.552031e+08,1.420736e+01
835,IMBH_35,5.685815e+34,1.399432e+09,9.514206e+07,imbh,2.858630e+04,8.444754e+07,1.657161e+01
836,IMBH_36,1.511070e+35,5.051008e+08,5.620439e+07,imbh,7.597135e+04,2.244290e+08,2.250604e+00
837,IMBH_37,1.098328e+35,5.057367e+08,5.468115e+07,imbh,5.522012e+04,1.631272e+08,3.100259e+00
838,IMBH_38,7.939980e+34,1.456648e+09,9.704296e+07,imbh,3.991946e+04,1.179271e+08,1.235210e+01
839,IMBH_39,1.907630e+35,8.220404e+08,6.187333e+07,imbh,9.590902e+04,2.833274e+08,2.901380e+00
840,IMBH_40,1.500418e+34,4.190889e+08,7.056658e+07,imbh,7.543582e+03,2.228470e+07,1.880613e+01
841,IMBH_41,1.592489e+35,2.725923e+09,6.351616e+07,imbh,8.006482e+04,2.365216e+08,1.152505e+01
842,IMBH_42,1.495740e+35,4.349001e+09,7.498810e+07,imbh,7.520062e+04,2.221521e+08,1.957668e+01
843,IMBH_43,1.058372e+35,3.536737e+08,7.744998e+07,imbh,5.321127e+04,1.571928e+08,2.249936e+00
844,IMBH_44,9.022172e+34,5.808628e+08,8.756381e+07,imbh,4.536034e+04,1.340002e+08,4.334791e+00
845,IMBH_45,1.733241e+34,4.208103e+08,9.316917e+07,imbh,8.714134e+03,2.574266e+07,1.634681e+01
846,IMBH_46,4.048738e+34,1.095967e+09,7.777751e+07,imbh,2.035565e+04,6.013315e+07,1.822568e+01
847,IMBH_47,8.784655e+34,2.054336e+09,9.944637e+07,imbh,4.416619e+04,1.304725e+08,1.574535e+01
848,IMBH_48,1.047778e+35,6.489153e+08,7.783115e+07,imbh,5.267863e+04,1.556193e+08,4.169889e+00
849,IMBH_49,6.294012e+34,2.727998e+08,9.864068e+07,imbh,3.164410e+04,9.348068e+07,2.918248e+00
850,IMBH_50,1.333676e+35,1.526796e+09,5.446929e+07,imbh,6.705261e+04,1.980819e+08,7.707904e+00
851,IMBH_51,1.934893e+35,1.759926e+09,8.209763e+07,imbh,9.727967e+04,2.873764e+08,6.124115e+00
852,IMBH_52,1.483189e+35,1.877914e+09,5.251991e+07,imbh,7.456960e+04,2.202880e+08,8.524813e+00
853,IMBH_53,1.421346e+35,1.091793e+09,7.629168e+07,imbh,7.146032e+04,2.111028e+08,5.171852e+00
854,IMBH_54,7.894143e+34,1.989690e+09,5.869299e+07,imbh,3.968901e+04,1.172463e+08,1.697017e+01
855,IMBH_55,1.922102e+35,1.739267e+09,6.976887e+07,imbh,9.663658e+04,2.854767e+08,6.092502e+00
856,IMBH_56,1.504051e+34,3.153003e+08,9.878070e+07,imbh,7.561843e+03,2.233864e+07,1.411457e+01
857,IMBH_57,8.148348e+34,1.348696e+09,9.326183e+07,imbh,4.096706e+04,1.210219e+08,1.114423e+01
858,IMBH_58,8.084001e+34,4.141882e+08,6.542114e+07,imbh,4.064354e+04,1.200662e+08,3.449666e+00
859,IMBH_59,1.618087e+35,4.634399e+09,6.193685e+07,imbh,8.135178e+04,2.403235e+08,1.928401e+01
860,IMBH_60,1.989117e+34,4.011786e+08,6.647265e+07,imbh,1.000059e+04,2.954301e+07,1.357948e+01
861,IMBH_61,3.896205e+33,4.933138e+07,6.138221e+07,imbh,1.958876e+03,5.786769e+06,8.524857e+00
862,IMBH_62,7.799178e+34,3.348023e+08,8.476858e+07,imbh,3.921155e+04,1.158359e+08,2.890316e+00
863,IMBH_63,1.515830e+35,2.871020e+09,7.182649e+07,imbh,7.621067e+04,2.251360e+08,1.275238e+01
864,IMBH_64,1.132690e+35,1.456729e+09,5.065274e+07,imbh,5.694772e+04,1.682308e+08,8.659111e+00
865,IMBH_65,1.796034e+35,2.342812e+09,9.286763e+07,imbh,9.029836e+04,2.667528e+08,8.782708e+00
866,IMBH_66,2.274968e+34,4.607279e+08,5.157077e+07,imbh,1.143775e+04,3.378856e+07,1.363562e+01
867,IMBH_67,7.748202e+33,9.911122e+07,7.245498e+07,imbh,3.895526e+03,1.150788e+07,8.612467e+00
868,IMBH_68,1.592133e+35,4.449543e+09,7.979122e+07,imbh,8.004690e+04,2.364687e+08,1.881663e+01
869,IMBH_69,3.354868e+34,8.133543e+08,7.855641e+07,imbh,1.686711e+04,4.982758e+07,1.632338e+01
870,IMBH_70,1.063345e+35,8.773638e+08,6.850477e+07,imbh,5.346127e+04,1.579314e+08,5.555349e+00
871,IMBH_71,1.752112e+35,3.108747e+09,6.585522e+07,imbh,8.809011e+04,2.602293e+08,1.194618e+01
872,IMBH_72,6.257425e+34,2.897900e+08,5.166413e+07,imbh,3.146016e+04,9.293728e+07,3.118125e+00
873,IMBH_73,1.155903e+35,3.305400e+09,7.688263e+07,imbh,5.811477e+04,1.716784e+08,1.925344e+01
874,IMBH_74,1.768491e+35,2.198654e+09,8.586757e+07,imbh,8.891358e+04,2.626620e+08,8.370659e+00
875,IMBH_75,1.593613e+35,3.259067e+09,5.715903e+07,imbh,8.012132e+04,2.366885e+08,1.376943e+01
876,IMBH_76,1.884495e+35,4.887322e+09,6.776081e+07,imbh,9.474587e+04,2.798913e+08,1.746150e+01
877,IMBH_77,5.440375e+34,5.539404e+08,5.958949e+07,imbh,2.735232e+04,8.080220e+07,6.855511e+00
878,IMBH_78,7.567469e+34,1.959364e+09,5.403676e+07,imbh,3.804660e+04,1.123945e+08,1.743292e+01
879,IMBH_79,6.595583e+34,1.792126e+09,9.244658e+07,imbh,3.316030e+04,9.795971e+07,1.829452e+01
